Week,fromDist,toDist,fromReg,toReg,IDPPop
132,20,48,14,13,134
132,21,27,17,16,5
132,22,6,5,5,80
132,22,61,5,4,5
132,24,43,6,18,6
132,26,16,4,4,10
132,27,27,16,16,37
132,28,28,15,15,7
132,28,33,15,15,14
132,29,29,2,2,443
132,29,43,2,18,5
132,33,33,15,15,9
132,35,6,5,5,386
132,35,56,5,7,17
132,38,38,13,13,30
132,38,48,13,13,252
132,38,61,13,4,7
132,39,38,13,13,23
132,39,39,13,13,52
132,40,40,7,7,15
132,42,42,18,18,32
132,43,38,18,13,10
132,44,44,13,13,7
132,45,61,4,4,6
132,46,9,8,3,195
132,47,3,9,9,18
132,47,47,9,9,135
132,47,51,9,9,127
132,48,48,13,13,278
132,49,51,11,9,7
132,49,64,11,11,4
132,50,9,12,3,140
132,51,38,9,13,75
132,51,51,9,9,13
132,52,9,10,3,150
132,53,41,16,14,13
132,53,45,16,4,4
132,53,53,16,16,28
132,53,61,16,4,75
132,53,67,16,16,7
132,54,16,15,4,55
132,55,55,1,1,16
132,56,56,7,7,10
132,57,9,10,3,43
132,59,10,4,4,6
132,59,45,4,4,11
132,59,59,4,4,300
132,60,6,5,5,344
132,61,10,4,4,6
132,61,45,4,4,4
132,61,61,4,4,56
132,62,6,10,5,34
132,62,9,10,3,506
132,63,63,2,2,550
132,64,4,11,7,15
132,64,64,11,11,6
132,66,19,17,17,14
132,67,61,16,4,50
132,68,6,2,5,27
132,68,68,2,2,500
132,69,6,2,5,132
132,69,69,2,2,1000
132,71,9,13,3,46
132,71,44,13,13,362
132,71,71,13,13,123
132,72,61,16,4,8
132,73,6,2,5,10
132,73,9,2,3,180
132,73,73,2,2,590
133,2,2,10,10,196
133,2,9,10,3,492
133,6,6,5,5,317
133,8,9,12,3,19
133,9,16,3,4,12
133,9,38,3,13,10
133,9,43,3,18,6
133,9,61,3,4,2
133,10,61,4,4,74
133,12,9,8,3,16
133,12,38,8,13,5
133,12,61,8,4,7
133,13,13,7,7,4
133,14,14,18,18,4
133,14,38,18,13,6
133,15,42,1,18,6
133,16,38,4,13,39
133,16,61,4,4,7
133,17,3,11,9,17
133,17,64,11,11,4
133,18,38,8,13,4
133,18,43,8,18,7
133,19,19,17,17,44
133,19,27,17,16,5
133,20,41,14,14,52
133,21,27,17,16,26
133,22,6,5,5,149
133,22,43,5,18,6
133,24,38,6,13,7
133,26,16,4,4,4
133,26,26,4,4,65
133,26,45,4,4,5
133,27,27,16,16,90
133,28,28,15,15,9
133,28,33,15,15,7
133,29,29,2,2,109
133,33,28,15,15,8
133,33,33,15,15,22
133,34,34,6,6,1740
133,35,6,5,5,67
133,35,40,5,7,9
133,35,43,5,18,7
133,37,41,14,14,86
133,38,38,13,13,15
133,38,39,13,13,5
133,38,43,13,18,5
133,38,48,13,13,372
133,39,39,13,13,16
133,40,40,7,7,23
133,41,38,14,13,20
133,41,61,14,4,7
133,42,42,18,18,5
133,43,19,18,17,7
133,43,38,18,13,39
133,43,43,18,18,10
133,45,61,4,4,33
133,46,61,8,4,5
133,47,47,9,9,93
133,47,51,9,9,173
133,50,16,12,4,31
133,51,38,9,13,52
133,53,19,16,17,8
133,53,38,16,13,7
133,53,53,16,16,37
133,54,16,15,4,482
133,55,55,1,1,1812
133,57,9,10,3,102
133,58,19,17,17,7
133,59,10,4,4,4
133,59,16,4,4,3
133,59,45,4,4,10
133,60,6,5,5,164
133,61,10,4,4,4
133,61,38,4,13,11
133,61,41,14,14,30
133,61,61,4,4,48
133,62,2,10,10,310
133,62,9,10,3,137
133,64,3,11,9,5
133,64,64,11,11,6
133,69,6,2,5,11
133,69,69,2,2,300
133,70,2,10,10,214
133,71,9,13,3,33
133,71,38,13,13,137
133,71,71,13,13,13
133,73,6,2,5,8
133,74,74,1,1,380
134,2,2,10,10,210
134,2,9,10,3,36
134,2,38,10,13,9
134,3,9,9,3,6
134,6,6,5,5,108
134,6,61,5,4,19
134,9,6,3,5,10
134,9,16,3,4,13
134,9,43,3,18,12
134,9,61,3,4,6
134,10,61,4,4,97
134,12,9,8,3,35
134,12,38,8,13,34
134,12,43,8,18,6
134,12,61,8,4,22
134,13,13,7,7,14
134,14,38,18,13,7
134,15,15,1,1,7
134,16,38,4,13,89
134,17,51,11,9,4
134,18,9,8,3,23
134,19,19,17,17,18
134,19,27,17,16,4
134,20,38,14,13,13
134,20,41,14,14,14
134,20,43,14,18,7
134,21,27,17,16,9
134,22,6,5,5,11
134,23,42,6,18,5
134,24,43,6,18,4
134,26,16,4,4,4
134,26,26,4,4,120
134,26,45,4,4,4
134,27,27,16,16,41
134,28,28,15,15,11
134,28,33,15,15,75
134,29,29,2,2,559
134,33,28,15,15,10
134,33,33,15,15,20
134,35,6,5,5,727
134,35,35,5,5,28
134,35,61,5,4,12
134,35,64,5,11,6
134,38,38,13,13,38
134,38,48,13,13,6
134,38,50,13,12,11
134,38,61,13,4,15
134,39,39,13,13,7
134,40,40,7,7,14
134,41,38,14,13,36
134,42,42,18,18,21
134,43,38,18,13,38
134,44,43,13,18,5
134,45,10,4,4,17
134,45,45,4,4,75
134,45,61,4,4,53
134,47,47,9,9,237
134,47,51,9,9,267
134,48,48,13,13,159
134,49,3,11,9,18
134,49,17,11,11,128
134,49,49,11,11,77
134,49,51,11,9,20
134,50,41,12,14,279
134,51,38,9,13,52
134,51,43,9,18,5
134,51,51,9,9,7
134,53,21,16,17,42
134,53,43,16,18,4
134,53,53,16,16,103
134,53,61,16,4,11
134,54,10,15,4,11
134,54,16,15,4,341
134,55,74,1,1,52
134,56,64,7,11,23
134,57,57,10,10,4
134,57,65,10,10,45
134,58,58,17,17,72
134,59,45,4,4,7
134,60,6,5,5,210
134,60,9,5,3,22
134,60,40,5,7,6
134,61,10,4,4,7
134,61,43,4,18,6
134,61,61,4,4,34
134,62,9,10,3,36
134,62,38,10,13,8
134,63,6,2,5,6
134,64,3,11,9,17
134,64,51,11,9,10
134,67,10,16,4,3
134,69,6,2,5,119
134,69,43,2,18,5
134,71,9,13,3,16
134,73,6,2,5,167
134,73,73,2,2,538
134,74,74,1,1,18
135,1,9,12,3,19
135,1,16,12,4,8
135,2,2,10,10,59
135,2,9,10,3,102
135,4,9,7,3,5
135,4,64,7,11,4
135,6,6,5,5,361
135,8,8,12,12,5700
135,8,9,12,3,127
135,9,16,3,4,8
135,9,38,3,13,5
135,9,43,3,18,13
135,10,61,4,4,29
135,11,9,10,3,9
135,11,61,10,4,4
135,12,9,8,3,14
135,12,16,8,4,11
135,12,38,8,13,56
135,12,61,8,4,9
135,13,13,7,7,15
135,14,27,18,16,5
135,16,38,4,13,40
135,16,43,4,18,7
135,16,61,4,4,6
135,17,3,11,9,21
135,17,64,11,11,3
135,19,19,17,17,65
135,19,42,17,18,4
135,21,27,17,16,5
135,22,6,5,5,164
135,23,38,6,13,30
135,23,43,6,18,5
135,24,38,6,13,14
135,25,16,12,4,10
135,26,10,4,4,4
135,27,27,16,16,36
135,28,28,15,15,22
135,28,33,15,15,10
135,29,29,2,2,100
135,33,28,15,15,10
135,33,33,15,15,13
135,33,42,15,18,5
135,34,9,6,3,226
135,34,38,6,13,17
135,35,6,5,5,24
135,35,35,5,5,384
135,35,36,5,7,4
135,35,64,5,11,5
135,38,38,13,13,51
135,39,38,13,13,3
135,39,43,13,18,7
135,41,6,14,5,13
135,41,9,14,3,9
135,41,38,14,13,15
135,41,61,14,4,4
135,42,42,18,18,4
135,43,38,18,13,20
135,43,41,18,14,67
135,44,38,13,13,4
135,44,48,13,13,6
135,45,61,4,4,13
135,46,43,8,18,7
135,47,3,9,9,17
135,47,47,9,9,201
135,47,51,9,9,107
135,47,64,9,11,11
135,49,3,11,9,12
135,49,17,11,11,59
135,49,51,11,9,26
135,50,16,12,4,13
135,50,38,12,13,5
135,50,41,12,14,32
135,50,43,12,18,5
135,51,38,9,13,22
135,51,51,9,9,5
135,52,9,10,3,102
135,53,9,16,3,15
135,53,53,16,16,69
135,53,67,16,16,14
135,54,10,15,4,9
135,54,16,15,4,251
135,54,54,15,15,149
135,56,17,7,11,56
135,56,36,7,7,8
135,56,56,7,7,9
135,56,64,7,11,18
135,57,9,10,3,323
135,57,57,10,10,8
135,58,43,17,18,7
135,58,58,17,17,44
135,59,59,4,4,63
135,60,6,5,5,89
135,60,36,5,7,5
135,61,10,4,4,4
135,61,38,4,13,10
135,61,61,4,4,16
135,61,61,14,4,16
135,62,9,10,3,1079
135,62,62,10,10,9
135,64,3,11,9,13
135,64,43,11,18,5
135,67,53,16,16,16
135,69,56,2,7,26
135,70,2,10,10,70
135,71,24,13,6,1920
135,71,34,13,6,320
135,71,38,13,13,17
135,72,53,16,16,18
135,73,73,2,2,123
135,74,74,1,1,105
136,1,16,12,4,7
136,2,9,10,3,1356
136,2,61,10,4,7
136,4,17,7,11,53
136,4,64,7,11,44
136,6,6,5,5,69
136,6,36,5,7,4
136,6,41,5,14,44
136,6,61,5,4,7
136,8,9,12,3,18
136,9,16,3,4,5
136,9,43,3,18,7
136,9,61,3,4,53
136,10,61,4,4,10
136,11,16,10,4,5
136,12,38,8,13,5
136,12,43,8,18,6
136,14,38,18,13,20
136,16,38,4,13,59
136,16,43,4,18,4
136,17,3,11,9,21
136,18,41,8,14,48
136,19,19,17,17,67
136,19,27,17,16,15
136,19,43,17,18,5
136,20,61,14,4,8
136,21,21,17,17,11
136,21,27,17,16,5
136,22,6,5,5,14
136,24,38,6,13,26
136,25,16,12,4,5
136,27,27,16,16,60
136,28,28,15,15,5
136,28,33,15,15,31
136,28,43,15,18,5
136,29,36,2,7,5
136,30,9,6,3,16
136,33,28,15,15,25
136,33,33,15,15,51
136,34,9,6,3,114
136,34,38,6,13,5
136,35,6,5,5,17
136,35,35,5,5,28
136,35,36,5,7,5
136,35,56,5,7,47
136,35,64,5,11,41
136,38,38,13,13,665
136,38,43,13,18,5
136,38,61,13,4,7
136,39,38,13,13,7
136,39,39,13,13,9
136,39,43,13,18,6
136,40,40,7,7,43
136,41,6,14,5,4
136,41,38,14,13,47
136,42,42,18,18,16
136,42,43,18,18,5
136,43,38,18,13,39
136,44,38,13,13,25
136,45,61,4,4,8
136,47,3,9,9,25
136,47,47,9,9,95
136,47,51,9,9,84
136,48,48,13,13,24
136,49,3,11,9,29
136,49,17,11,11,79
136,49,51,11,9,28
136,50,16,12,4,14
136,50,61,12,4,5
136,51,51,9,9,338
136,53,53,16,16,67
136,53,61,16,4,14
136,54,16,15,4,127
136,54,45,15,4,4
136,54,54,15,15,140
136,56,3,7,9,18
136,56,56,7,7,54
136,57,9,10,3,190
136,57,16,10,4,3
136,57,57,10,10,56
136,57,61,10,4,3
136,58,43,17,18,7
136,58,58,17,17,100
136,59,59,4,4,44
136,59,61,4,4,5
136,60,6,5,5,45
136,60,36,5,7,10
136,61,38,4,13,8
136,61,61,4,4,46
136,62,9,10,3,1953
136,62,16,10,4,4
136,62,17,10,11,49
136,62,41,10,14,11
136,62,61,10,4,20
136,62,62,10,10,124
136,64,3,11,9,41
136,64,4,11,7,15
136,64,36,11,7,9
136,64,64,11,11,8
136,65,17,10,11,16
136,67,61,16,4,34
136,68,6,2,5,10
136,68,68,2,2,300
136,69,6,2,5,13
136,69,56,2,7,28
136,70,61,10,4,14
136,71,38,13,13,16
136,73,6,2,5,8
136,74,74,1,1,8
137,1,16,12,4,4
137,2,9,10,3,1725
137,3,3,9,9,3
137,4,64,7,11,25
137,6,6,5,5,289
137,6,61,5,4,16
137,8,8,12,12,140
137,8,9,12,3,23
137,8,16,12,4,7
137,9,38,3,13,14
137,9,43,3,18,5
137,9,61,3,4,28
137,10,61,4,4,21
137,12,38,8,13,11
137,13,13,7,7,4
137,14,14,18,18,21
137,14,38,18,13,11
137,16,16,4,4,13
137,16,38,4,13,87
137,16,61,4,4,8
137,17,38,11,13,5
137,18,61,8,4,3
137,19,19,17,17,14
137,19,27,17,16,12
137,19,43,17,18,7
137,19,61,17,4,7
137,20,38,14,13,17
137,21,27,17,16,4
137,22,6,5,5,14
137,22,61,5,4,4
137,23,38,6,13,7
137,24,38,6,13,5
137,26,45,4,4,14
137,27,27,16,16,13
137,28,28,15,15,36
137,28,33,15,15,17
137,29,38,2,13,6
137,32,13,7,7,5
137,33,33,15,15,64
137,35,4,5,7,7
137,35,6,5,5,266
137,35,36,5,7,10
137,35,56,5,7,9
137,35,64,5,11,52
137,38,38,13,13,26
137,38,61,13,4,6
137,39,38,13,13,33
137,39,39,13,13,7
137,40,40,7,7,27
137,41,38,14,13,43
137,42,42,18,18,16
137,43,38,18,13,66
137,44,38,13,13,108
137,45,45,4,4,6
137,47,3,9,9,9
137,47,47,9,9,98
137,47,51,9,9,57
137,48,48,13,13,11
137,49,3,11,9,37
137,49,17,11,11,101
137,49,49,11,11,82
137,50,38,12,13,12
137,51,38,9,13,34
137,51,51,9,9,75
137,53,43,16,18,7
137,53,53,16,16,62
137,53,61,16,4,19
137,54,10,15,4,6
137,56,3,7,9,11
137,56,36,7,7,4
137,56,56,7,7,5
137,57,57,10,10,32
137,58,58,17,17,13
137,59,45,4,4,4
137,60,6,5,5,95
137,60,36,5,7,14
137,60,40,5,7,16
137,61,10,4,4,5
137,61,38,4,13,12
137,61,61,4,4,27
137,62,2,10,10,222
137,62,9,10,3,2253
137,62,52,10,10,23
137,62,62,10,10,154
137,63,6,2,5,11
137,64,3,11,9,45
137,64,4,11,7,18
137,64,36,11,7,7
137,64,51,11,9,7
137,65,17,10,11,56
137,67,53,16,16,8
137,67,61,16,4,24
137,68,9,2,3,12
137,68,12,2,8,65
137,68,36,2,7,9
137,69,6,2,5,109
137,69,56,2,7,4
137,70,61,10,4,11
137,71,38,13,13,63
137,72,53,16,16,9
137,73,6,2,5,18
138,2,2,10,10,128
138,2,9,10,3,1117
138,3,3,9,9,17
138,4,6,7,5,22
138,4,17,7,11,22
138,4,64,7,11,41
138,6,6,5,5,202
138,6,61,5,4,13
138,9,38,3,13,4
138,9,43,3,18,5
138,10,61,4,4,104
138,12,9,8,3,15
138,12,43,8,18,7
138,12,61,8,4,10
138,14,14,18,18,15
138,14,38,18,13,32
138,16,38,4,13,93
138,17,51,11,9,8
138,18,9,8,3,24
138,18,18,8,8,71
138,18,43,8,18,8
138,19,19,17,17,47
138,20,38,14,13,7
138,22,61,5,4,5
138,23,38,6,13,15
138,23,43,6,18,6
138,24,38,6,13,35
138,26,45,4,4,5
138,27,27,16,16,36
138,28,28,15,15,27
138,28,33,15,15,12
138,33,33,15,15,26
138,33,43,15,18,7
138,34,24,6,6,8
138,34,34,6,6,550
138,35,6,5,5,134
138,35,36,5,7,12
138,35,40,5,7,7
138,35,61,5,4,16
138,35,64,5,11,26
138,38,38,13,13,25
138,38,39,13,13,6
138,38,61,13,4,5
138,39,39,13,13,17
138,40,40,7,7,24
138,41,6,14,5,5
138,41,38,14,13,31
138,42,42,18,18,5
138,43,38,18,13,38
138,44,38,13,13,67
138,47,47,9,9,143
138,47,51,9,9,46
138,49,3,11,9,6
138,49,17,11,11,28
138,49,51,11,9,26
138,50,38,12,13,4
138,50,46,12,8,136
138,51,38,9,13,68
138,51,51,9,9,25
138,53,21,16,17,33
138,53,43,16,18,7
138,53,53,16,16,61
138,53,67,16,16,14
138,54,16,15,4,533
138,56,56,7,7,9
138,57,2,10,10,48
138,57,9,10,3,4207
138,57,17,10,11,21
138,57,57,10,10,270
138,57,61,10,4,7
138,58,19,17,17,8
138,58,58,17,17,39
138,60,3,5,9,6
138,60,6,5,5,55
138,60,36,5,7,5
138,60,40,5,7,8
138,61,61,4,4,7
138,62,2,10,10,22
138,62,9,10,3,4278
138,62,38,10,13,6
138,64,3,11,9,30
138,64,36,11,7,9
138,64,51,11,9,6
138,65,17,10,11,82
138,67,53,16,16,8
138,68,12,2,8,31
138,69,6,2,5,106
138,71,38,13,13,274
138,71,44,13,13,18
138,72,53,16,16,7
139,1,16,12,4,12
139,3,3,9,9,8
139,3,38,9,13,6
139,4,64,7,11,12
139,6,6,5,5,267
139,6,43,5,18,5
139,6,61,5,4,6
139,7,74,1,1,47
139,8,16,12,4,9
139,9,16,3,4,5
139,9,38,3,13,12
139,10,61,4,4,8
139,12,38,8,13,17
139,12,61,8,4,4
139,14,38,18,13,17
139,15,15,1,1,29
139,16,38,4,13,37
139,17,17,11,11,75
139,17,49,11,11,112
139,17,51,11,9,6
139,19,19,17,17,5
139,19,27,17,16,9
139,20,38,14,13,26
139,20,43,14,18,7
139,22,6,5,5,26
139,23,23,6,6,8
139,23,38,6,13,23
139,23,43,6,18,5
139,24,38,6,13,14
139,26,10,4,4,4
139,26,45,4,4,8
139,27,27,16,16,27
139,28,28,15,15,6
139,28,33,15,15,7
139,29,38,2,13,7
139,29,43,2,18,6
139,33,28,15,15,5
139,33,33,15,15,37
139,33,43,15,18,7
139,34,38,6,13,10
139,35,4,5,7,9
139,35,6,5,5,223
139,35,36,5,7,4
139,35,43,5,18,6
139,35,64,5,11,57
139,37,45,14,4,3
139,38,9,13,3,30
139,38,38,13,13,21
139,39,38,13,13,3
139,39,39,13,13,11
139,40,40,7,7,47
139,41,38,14,13,12
139,42,42,18,18,10
139,43,38,18,13,49
139,44,38,13,13,27
139,45,61,4,4,6
139,46,43,8,18,5
139,47,3,9,9,28
139,47,47,9,9,126
139,47,51,9,9,118
139,48,38,13,13,5
139,48,48,13,13,12
139,49,17,11,11,62
139,49,38,11,13,5
139,49,49,11,11,329
139,49,51,11,9,5
139,50,16,12,4,13
139,50,38,12,13,12
139,51,38,9,13,47
139,51,43,9,18,6
139,51,51,9,9,20
139,52,9,10,3,145
139,54,16,15,4,33
139,54,45,15,4,5
139,55,55,1,1,148
139,56,36,7,7,5
139,57,2,10,10,30
139,57,9,10,3,11977
139,57,17,10,11,10
139,57,57,10,10,583
139,58,58,17,17,33
139,59,45,4,4,19
139,60,6,5,5,197
139,60,36,5,7,4
139,61,10,4,4,12
139,61,10,14,4,12
139,61,38,4,13,11
139,61,45,4,4,5
139,61,61,4,4,3
139,62,2,10,10,139
139,62,9,10,3,5936
139,62,43,10,18,7
139,64,3,11,9,30
139,64,43,11,18,4
139,65,17,10,11,11
139,67,53,16,16,41
139,67,61,16,4,9
139,68,12,2,8,16
139,68,36,2,7,3
139,69,6,2,5,7
139,71,38,13,13,42
139,72,27,16,16,6
139,72,53,16,16,14
139,73,6,2,5,7
139,73,73,2,2,209
140,2,9,10,3,172
140,3,3,9,9,14
140,4,64,7,11,9
140,6,6,5,5,412
140,6,61,5,4,5
140,8,8,12,12,216
140,8,61,12,4,6
140,9,16,3,4,12
140,9,38,3,13,16
140,9,43,3,18,7
140,9,61,3,4,23
140,10,61,4,4,15
140,12,38,8,13,6
140,12,43,8,18,4
140,12,61,8,4,18
140,13,13,7,7,11
140,14,38,18,13,9
140,15,15,1,1,8
140,16,38,4,13,23
140,16,61,4,4,15
140,17,4,11,7,10
140,17,17,11,11,120
140,18,9,8,3,14
140,18,43,8,18,7
140,19,19,17,17,26
140,19,27,17,16,12
140,19,43,17,18,10
140,21,21,17,17,100
140,21,53,17,16,8
140,22,6,5,5,207
140,24,43,6,18,10
140,24,61,6,4,5
140,26,61,4,4,7
140,27,27,16,16,4
140,28,28,15,15,21
140,28,33,15,15,21
140,29,29,2,2,583
140,33,33,15,15,34
140,33,43,15,18,6
140,34,34,6,6,7
140,35,6,5,5,244
140,35,36,5,7,5
140,35,56,5,7,11
140,35,64,5,11,18
140,38,38,13,13,5
140,38,43,13,18,5
140,38,48,13,13,10
140,39,39,13,13,32
140,40,36,7,7,8
140,40,40,7,7,26
140,41,6,14,5,5
140,41,9,14,3,6
140,41,38,14,13,5
140,41,43,14,18,6
140,41,61,14,4,4
140,42,42,18,18,5
140,43,38,18,13,16
140,45,61,4,4,2
140,47,43,9,18,6
140,47,47,9,9,152
140,47,51,9,9,130
140,49,3,11,9,36
140,49,38,11,13,5
140,49,49,11,11,11
140,49,51,11,9,17
140,50,9,12,3,102
140,50,61,12,4,5
140,51,38,9,13,46
140,51,43,9,18,5
140,53,43,16,18,4
140,53,53,16,16,147
140,55,55,1,1,18
140,55,61,1,4,7
140,56,36,7,7,6
140,56,56,7,7,11
140,56,69,7,2,100
140,57,2,10,10,196
140,57,9,10,3,5102
140,58,19,17,17,7
140,58,58,17,17,47
140,59,10,4,4,3
140,59,43,4,18,7
140,60,6,5,5,310
140,60,36,5,7,5
140,61,38,4,13,17
140,61,61,4,4,45
140,61,61,14,4,45
140,62,9,10,3,4196
140,62,61,10,4,3
140,64,3,11,9,40
140,67,53,16,16,25
140,67,61,16,4,5
140,68,36,2,7,9
140,68,68,2,2,500
140,69,6,2,5,11
140,69,69,2,2,350
140,71,34,13,6,24
140,71,38,13,13,256
140,72,53,16,16,7
140,73,6,2,5,29
140,73,73,2,2,561
141,2,2,10,10,330
141,2,9,10,3,23
141,3,3,9,9,36
141,3,51,9,9,5
141,4,64,7,11,24
141,5,51,9,9,5
141,6,6,5,5,947
141,6,9,5,3,6
141,6,61,5,4,22
141,8,9,12,3,31
141,9,16,3,4,6
141,9,38,3,13,4
141,9,43,3,18,7
141,9,61,3,4,7
141,10,61,4,4,18
141,12,10,8,4,9
141,12,61,8,4,3
141,13,9,7,3,8
141,14,38,18,13,10
141,16,38,4,13,63
141,16,61,4,4,41
141,17,3,11,9,25
141,17,4,11,7,25
141,17,43,11,18,4
141,18,18,8,8,63
141,19,19,17,17,101
141,19,27,17,16,14
141,20,38,14,13,13
141,20,48,14,13,10
141,21,21,17,17,513
141,21,53,17,16,961
141,22,6,5,5,214
141,22,22,5,5,8
141,27,27,16,16,32
141,28,28,15,15,28
141,28,33,15,15,44
141,29,43,2,18,11
141,30,9,6,3,33
141,33,33,15,15,57
141,35,6,5,5,295
141,35,36,5,7,11
141,35,40,5,7,34
141,35,43,5,18,9
141,35,64,5,11,40
141,38,38,13,13,23
141,38,43,13,18,10
141,38,48,13,13,359
141,38,61,13,4,3
141,39,39,13,13,5
141,40,40,7,7,13
141,41,38,14,13,22
141,41,41,14,14,4
141,41,43,14,18,6
141,41,61,14,4,7
141,42,42,18,18,11
141,43,38,18,13,35
141,43,43,18,18,13
141,45,61,4,4,17
141,47,47,9,9,150
141,47,51,9,9,18
141,48,48,13,13,18
141,49,3,11,9,16
141,49,43,11,18,6
141,50,38,12,13,5
141,50,61,12,4,3
141,51,38,9,13,34
141,52,9,10,3,6
141,53,43,16,18,12
141,53,53,16,16,671
141,54,16,15,4,35
141,54,54,15,15,172
141,55,55,1,1,70
141,56,36,7,7,3
141,56,56,7,7,28
141,57,9,10,3,6468
141,57,57,10,10,8
141,58,58,17,17,23
141,60,6,5,5,53
141,60,36,5,7,4
141,61,10,4,4,7
141,61,38,4,13,8
141,61,61,4,4,89
141,61,61,14,4,89
141,62,9,10,3,1294
141,62,61,10,4,7
141,62,62,10,10,132
141,64,3,11,9,38
141,67,61,16,4,12
141,68,6,2,5,9
141,68,12,2,8,45
141,68,68,2,2,300
141,69,36,2,7,5
141,70,16,10,4,88
141,71,24,13,6,16
141,71,38,13,13,10
141,73,6,2,5,11
141,74,43,1,18,5
142,2,2,10,10,24
142,2,9,10,3,354
142,3,51,9,9,11
142,4,64,7,11,29
142,6,6,5,5,339
142,6,43,5,18,6
142,8,9,12,3,31
142,8,43,12,18,7
142,9,16,3,4,3
142,9,38,3,13,16
142,9,43,3,18,12
142,10,10,4,4,6
142,11,11,10,10,30
142,11,43,10,18,4
142,12,12,8,8,119
142,12,38,8,13,5
142,12,43,8,18,6
142,13,13,7,7,9
142,14,38,18,13,17
142,14,43,18,18,6
142,16,38,4,13,54
142,16,43,4,18,7
142,16,61,4,4,7
142,17,3,11,9,12
142,18,43,8,18,8
142,19,19,17,17,96
142,19,27,17,16,18
142,19,43,17,18,6
142,20,38,14,13,17
142,20,48,14,13,127
142,21,21,17,17,88
142,21,53,17,16,134
142,21,61,17,4,6
142,21,72,17,16,57
142,22,6,5,5,56
142,23,43,6,18,4
142,24,24,6,6,1800
142,24,43,6,18,6
142,24,61,6,4,5
142,26,10,4,4,7
142,26,45,4,4,17
142,26,61,4,4,7
142,27,27,16,16,27
142,28,28,15,15,69
142,28,33,15,15,31
142,33,33,15,15,29
142,33,43,15,18,6
142,35,4,5,7,6
142,35,6,5,5,445
142,35,36,5,7,9
142,35,43,5,18,8
142,36,13,7,7,7
142,36,61,7,4,5
142,36,69,7,2,300
142,37,45,14,4,4
142,38,38,13,13,24
142,38,61,13,4,3
142,39,10,13,4,6
142,39,39,13,13,5
142,40,40,7,7,34
142,41,38,14,13,5
142,41,41,14,14,186
142,41,61,14,4,7
142,42,42,18,18,10
142,43,38,18,13,33
142,45,61,4,4,9
142,47,47,9,9,189
142,47,51,9,9,78
142,48,48,13,13,128
142,49,3,11,9,6
142,50,38,12,13,4
142,50,46,12,8,40
142,51,38,9,13,66
142,51,43,9,18,4
142,51,51,9,9,10
142,52,9,10,3,150
142,53,53,16,16,33
142,54,54,15,15,9
142,54,61,15,4,8
142,55,55,1,1,74
142,56,3,7,9,11
142,56,36,7,7,4
142,57,2,10,10,21
142,57,9,10,3,9654
142,57,16,10,4,80
142,57,57,10,10,43
142,58,58,17,17,49
142,59,45,4,4,13
142,59,61,4,4,6
142,60,6,5,5,212
142,60,36,5,7,8
142,60,40,5,7,7
142,61,10,4,4,10
142,61,10,14,4,10
142,61,38,4,13,3
142,61,45,4,4,7
142,61,45,14,4,7
142,61,61,4,4,33
142,62,9,10,3,2084
142,62,61,10,4,3
142,62,62,10,10,25
142,63,36,2,7,3
142,64,3,11,9,32
142,64,36,11,7,5
142,66,19,17,17,6
142,69,36,2,7,3
142,69,69,2,2,100
142,70,16,10,4,8
142,71,34,13,6,9
143,2,2,10,10,41
143,3,3,9,9,28
143,3,51,9,9,17
143,4,64,7,11,27
143,6,6,5,5,691
143,7,7,1,1,148
143,7,15,1,1,9
143,9,6,3,5,6
143,9,38,3,13,14
143,9,43,3,18,6
143,9,61,3,4,10
143,10,61,4,4,85
143,12,12,8,8,312
143,12,43,8,18,8
143,13,9,7,3,13
143,14,43,18,18,10
143,16,38,4,13,8
143,16,43,4,18,4
143,17,38,11,13,11
143,17,43,11,18,5
143,18,38,8,13,10
143,18,43,8,18,4
143,19,19,17,17,182
143,19,27,17,16,10
143,21,21,17,17,11
143,22,6,5,5,5
143,22,43,5,18,6
143,24,38,6,13,5
143,26,10,4,4,4
143,26,26,4,4,112
143,26,45,4,4,3
143,27,27,16,16,20
143,28,28,15,15,22
143,28,33,15,15,16
143,29,29,2,2,226
143,33,28,15,15,32
143,33,33,15,15,64
143,35,6,5,5,93
143,35,36,5,7,7
143,37,61,14,4,4
143,38,38,13,13,5
143,38,39,13,13,6
143,38,48,13,13,228
143,39,43,13,18,5
143,40,40,7,7,17
143,41,41,14,14,31
143,42,42,18,18,9
143,43,43,18,18,10
143,44,38,13,13,92
143,46,9,8,3,20
143,47,3,9,9,26
143,47,47,9,9,145
143,47,51,9,9,56
143,48,48,13,13,128
143,49,3,11,9,17
143,50,38,12,13,2
143,51,38,9,13,25
143,51,51,9,9,6
143,52,9,10,3,609
143,53,43,16,18,6
143,55,55,1,1,26
143,56,3,7,9,10
143,56,36,7,7,10
143,56,56,7,7,74
143,57,9,10,3,2410
143,58,43,17,18,6
143,58,58,17,17,115
143,59,45,4,4,4
143,59,59,4,4,98
143,60,3,5,9,14
143,60,6,5,5,30
143,60,36,5,7,13
143,61,61,4,4,45
143,62,2,10,10,21
143,62,9,10,3,126
143,62,41,10,14,74
143,62,57,10,10,101
143,62,62,10,10,22
143,63,36,2,7,5
143,64,3,11,9,53
143,64,4,11,7,102
143,64,36,11,7,3
143,65,9,10,3,120
143,66,19,17,17,9
143,66,43,17,18,5
143,68,6,2,5,16
