Week,fromDist,toDist,fromReg,toReg,IDPPop
1,4,64,7,11,107
1,6,6,5,5,58
1,9,9,3,3,5238
1,9,15,3,1,7
1,9,38,3,13,33
1,9,43,3,18,12
1,9,61,3,4,3
1,11,49,10,11,124
1,12,43,8,18,3
1,12,61,8,4,9
1,14,14,18,18,3
1,15,43,1,18,5
1,18,43,8,18,6
1,19,14,17,18,6
1,20,15,14,1,6
1,23,38,6,13,7
1,23,43,6,18,6
1,24,15,6,1,8
1,24,38,6,13,7
1,24,43,6,18,3
1,28,43,15,18,4
1,35,6,5,5,17
1,38,14,13,18,7
1,38,38,13,13,373
1,41,43,14,18,6
1,41,61,14,4,3
1,43,14,18,18,12
1,44,38,13,13,221
1,51,38,9,13,7
1,57,2,10,10,10
1,57,9,10,3,479
1,60,6,5,5,26
1,60,38,5,13,11
1,68,15,2,1,7
2,4,64,7,11,21
2,6,6,5,5,7
2,6,38,5,13,8
2,8,43,12,18,6
2,9,9,3,3,34
2,9,15,3,1,8
2,9,38,3,13,17
2,9,43,3,18,15
2,11,43,10,18,4
2,12,38,8,13,10
2,12,43,8,18,6
2,14,14,18,18,10
2,14,38,18,13,6
2,16,38,4,13,7
2,21,21,17,17,807
2,23,15,6,1,6
2,23,38,6,13,6
2,24,34,6,6,138
2,24,38,6,13,7
2,24,43,6,18,5
2,24,61,6,4,5
2,27,14,16,18,8
2,30,43,6,18,5
2,31,38,6,13,8
2,35,6,5,5,10
2,35,15,5,1,7
2,35,17,5,11,126
2,38,43,13,18,5
2,40,13,7,7,24
2,40,40,7,7,4190
2,41,43,14,18,4
2,41,61,14,4,13
2,44,38,13,13,6
2,46,15,8,1,8
2,46,38,8,13,4
2,46,43,8,18,4
2,47,51,9,9,10
2,51,38,9,13,6
2,57,9,10,3,19
2,57,57,10,10,20
2,60,6,5,5,5
2,61,61,4,4,8
2,62,9,10,3,26
2,69,6,2,5,14
2,71,38,13,13,15
3,6,6,5,5,7
3,6,15,5,1,6
3,8,43,12,18,5
3,9,9,3,3,1020
3,9,16,3,4,5
3,9,43,3,18,16
3,13,13,7,7,2100
3,13,32,7,7,110
3,14,14,18,18,7
3,16,38,4,13,6
3,16,43,4,18,21
3,23,43,6,18,5
3,31,38,6,13,14
3,35,6,5,5,14
3,35,64,5,11,12
3,38,38,13,13,21
3,38,43,13,18,7
3,39,43,13,18,8
3,40,4,7,7,795
3,40,13,7,7,195
3,40,32,7,7,402
3,40,40,7,7,502
3,40,43,7,18,5
3,40,64,7,11,110
3,41,43,14,18,8
3,44,38,13,13,541
3,57,57,10,10,64
4,4,49,7,11,41
4,4,64,7,11,24
4,9,9,3,3,149
4,9,15,3,1,11
4,9,16,3,4,11
4,9,38,3,13,7
4,9,43,3,18,15
4,9,61,3,4,4
4,12,15,8,1,6
4,12,61,8,4,7
4,14,14,18,18,3
4,16,6,4,5,6
4,16,43,4,18,7
4,23,38,6,13,238
4,24,43,6,18,4
4,25,43,12,18,6
4,28,43,15,18,6
4,38,38,13,13,5
4,38,43,13,18,9
4,40,4,7,7,168
4,41,38,14,13,5
4,42,43,18,18,8
4,43,14,18,18,14
4,44,38,13,13,1334
4,46,43,8,18,4
4,49,15,11,1,9
4,52,62,10,10,5
4,54,43,15,18,6
4,56,56,7,7,7
4,60,6,5,5,9
4,62,9,10,3,45
4,73,56,2,7,3
5,2,43,10,18,6
5,3,17,9,11,24
5,6,6,5,5,14
5,9,9,3,3,6
5,9,15,3,1,4
5,9,16,3,4,35
5,9,43,3,18,14
5,9,61,3,4,4
5,13,13,7,7,5
5,14,14,18,18,22
5,16,43,4,18,3
5,16,53,4,16,23
5,20,15,14,1,5
5,23,38,6,13,6
5,24,43,6,18,3
5,27,43,16,18,5
5,33,43,15,18,6
5,37,61,14,4,6
5,38,15,13,1,5
5,41,61,14,4,6
5,43,14,18,18,4
5,44,43,13,18,4
5,46,43,8,18,6
5,47,51,9,9,5
5,50,38,12,13,7
5,52,9,10,3,108
5,53,53,16,16,22
5,57,9,10,3,807
5,57,57,10,10,314
5,59,61,4,4,5
5,63,56,2,7,4
5,68,68,2,2,19
5,69,14,2,18,3
6,5,43,9,18,6
6,9,15,3,1,13
6,9,16,3,4,9
6,9,38,3,13,40
6,9,43,3,18,6
6,12,38,8,13,8
6,12,43,8,18,4
6,14,14,18,18,15
6,17,17,11,11,250
6,22,6,5,5,5
6,23,38,6,13,7
6,25,43,12,18,3
6,27,43,16,18,5
6,30,15,6,1,5
6,30,38,6,13,13
6,31,38,6,13,17
6,33,43,15,18,6
6,34,38,6,13,9
6,35,6,5,5,12
6,37,43,14,18,3
6,41,15,14,1,13
6,42,14,18,18,5
6,42,43,18,18,6
6,43,16,18,4,3
6,43,38,18,13,9
6,44,38,13,13,10
6,44,43,13,18,7
6,46,43,8,18,5
6,50,38,12,13,11
6,57,2,10,10,33
6,57,9,10,3,529
6,57,43,10,18,6
6,57,57,10,10,349
6,60,6,5,5,5
6,62,9,10,3,45
6,69,6,2,5,7
6,69,16,2,4,11
7,2,9,10,3,107
7,2,38,10,13,12
7,2,43,10,18,7
7,6,6,5,5,16
7,6,16,5,4,8
7,9,9,3,3,331
7,9,15,3,1,18
7,9,38,3,13,48
7,9,43,3,18,13
7,12,38,8,13,11
7,14,14,18,18,14
7,16,43,4,18,9
7,17,17,11,11,3
7,17,64,11,11,47
7,22,38,5,13,6
7,24,38,6,13,5
7,24,43,6,18,4
7,32,43,7,18,5
7,33,43,15,18,5
7,33,53,15,16,120
7,35,6,5,5,6
7,35,36,5,7,25
7,38,38,13,13,415
7,38,43,13,18,4
7,40,64,7,11,100
7,41,43,14,18,6
7,42,43,18,18,14
7,43,14,18,18,12
7,43,38,18,13,8
7,44,38,13,13,12
7,50,38,12,13,10
7,56,56,7,7,18
7,57,9,10,3,2012
7,57,16,10,4,4
7,60,6,5,5,9
7,60,36,5,7,19
7,62,9,10,3,15
7,62,61,10,4,3
7,63,63,2,2,17
7,67,61,16,4,5
7,69,6,2,5,4
7,69,69,2,2,100
7,71,38,13,13,26
8,1,43,12,18,4
8,6,6,5,5,3
8,7,43,1,18,7
8,9,9,3,3,7
8,9,15,3,1,6
8,9,16,3,4,8
8,9,38,3,13,6
8,9,43,3,18,18
8,9,61,3,4,2
8,10,61,4,4,4
8,12,38,8,13,7
8,12,43,8,18,6
8,14,14,18,18,12
8,14,43,18,18,13
8,22,38,5,13,5
8,23,38,6,13,10
8,24,24,6,6,156
8,24,34,6,6,250
8,35,36,5,7,19
8,35,64,5,11,44
8,38,15,13,1,7
8,42,43,18,18,7
8,44,38,13,13,11
8,46,43,8,18,6
8,55,43,1,18,6
8,56,36,7,7,4
8,57,2,10,10,17
8,57,9,10,3,245
8,57,15,10,1,7
8,57,43,10,18,6
8,57,57,10,10,10
8,58,43,17,18,10
8,60,36,5,7,6
8,61,61,4,4,7
8,62,16,10,4,8
8,63,56,2,7,26
8,69,6,2,5,64
8,71,38,13,13,23
9,2,2,10,10,5
9,2,9,10,3,34
9,4,49,7,11,120
9,4,64,7,11,25
9,6,6,5,5,22
9,6,9,5,3,21
9,6,43,5,18,4
9,7,43,1,18,16
9,9,15,3,1,6
9,9,16,3,4,9
9,9,38,3,13,11
9,9,43,3,18,11
9,10,61,4,4,39
9,14,14,18,18,9
9,16,38,4,13,15
9,16,43,4,18,8
9,22,6,5,5,5
9,23,38,6,13,7
9,24,43,6,18,5
9,26,16,4,4,8
9,29,36,2,7,13
9,33,43,15,18,6
9,34,43,6,18,6
9,35,36,5,7,11
9,35,64,5,11,51
9,36,69,7,2,13
9,41,43,14,18,4
9,41,61,14,4,3
9,42,43,18,18,6
9,43,43,18,18,11
9,45,16,4,4,7
9,52,62,10,10,4
9,54,16,15,4,63
9,56,56,7,7,6
9,56,63,7,2,33
9,57,9,10,3,605
9,57,57,10,10,662
9,60,6,5,5,5
9,60,36,5,7,29
9,61,61,4,4,6
9,63,63,2,2,17
9,65,52,10,10,25
9,71,38,13,13,68
9,72,53,16,16,17
10,2,9,10,3,113
10,6,6,5,5,10
10,7,42,1,18,7
10,7,43,1,18,7
10,8,43,12,18,6
10,9,16,3,4,5
10,9,38,3,13,20
10,9,43,3,18,14
10,9,61,3,4,6
10,10,16,4,4,8
10,12,16,8,4,9
10,12,38,8,13,27
10,14,14,18,18,11
10,14,38,18,13,5
10,16,38,4,13,8
10,16,43,4,18,4
10,19,43,17,18,7
10,28,14,15,18,6
10,28,43,15,18,5
10,29,29,2,2,8
10,29,43,2,18,6
10,30,38,6,13,8
10,30,43,6,18,3
10,35,6,5,5,13
10,35,64,5,11,23
10,38,38,13,13,9
10,38,43,13,18,6
10,41,43,14,18,5
10,41,61,14,4,3
10,42,43,18,18,6
10,50,25,12,12,194
10,56,56,7,7,20
10,57,9,10,3,1116
10,57,57,10,10,24
10,59,16,4,4,8
10,61,61,4,4,4
10,62,9,10,3,184
10,63,56,2,7,6
10,71,38,13,13,26
10,73,6,2,5,5
10,73,73,2,2,11
11,2,9,10,3,426
11,3,3,9,9,50
11,3,49,9,11,23
11,7,43,1,18,7
11,9,15,3,1,4
11,9,16,3,4,4
11,9,38,3,13,10
11,9,43,3,18,4
11,12,16,8,4,21
11,13,13,7,7,6
11,14,14,18,18,17
11,14,43,18,18,15
11,15,43,1,18,6
11,16,38,4,13,19
11,16,43,4,18,5
11,16,61,4,4,2
11,18,16,8,4,5
11,19,14,17,18,7
11,19,43,17,18,6
11,20,14,14,18,6
11,29,29,2,2,770
11,29,43,2,18,7
11,29,63,2,2,367
11,33,43,15,18,6
11,34,43,6,18,4
11,35,35,5,5,14
11,35,36,5,7,5
11,35,64,5,11,21
11,37,61,14,4,3
11,38,15,13,1,4
11,38,43,13,18,16
11,42,43,18,18,8
11,43,43,18,18,9
11,46,15,8,1,7
11,51,3,9,9,8
11,53,43,16,18,7
11,55,15,1,1,9
11,55,42,1,18,11
11,57,9,10,3,61
11,57,43,10,18,5
11,57,57,10,10,21
11,58,43,17,18,6
11,60,36,5,7,7
11,61,16,4,4,8
11,61,61,4,4,2
11,62,9,10,3,160
11,66,42,17,18,6
11,74,43,1,18,14
12,2,9,10,3,28
12,2,16,10,4,5
12,6,6,5,5,9
12,6,38,5,13,3
12,6,64,5,11,6
12,8,43,12,18,6
12,9,38,3,13,26
12,9,43,3,18,8
12,9,61,3,4,11
12,10,61,4,4,9
12,12,16,8,4,17
12,12,38,8,13,30
12,12,43,8,18,4
12,13,13,7,7,6
12,14,14,18,18,5
12,27,43,16,18,7
12,35,6,5,5,6
12,35,36,5,7,27
12,35,64,5,11,18
12,37,61,14,4,15
12,38,43,13,18,6
12,41,43,14,18,5
12,43,14,18,18,6
12,43,43,18,18,4
12,44,38,13,13,748
12,47,51,9,9,5
12,50,8,12,12,466
12,50,38,12,13,7
12,53,43,16,18,6
12,54,43,15,18,8
12,55,15,1,1,23
12,55,43,1,18,17
12,57,9,10,3,171
12,57,38,10,13,3
12,60,6,5,5,28
12,60,36,5,7,17
12,60,60,5,5,10
12,61,61,4,4,18
12,62,9,10,3,19
12,62,16,10,4,6
12,62,57,10,10,12
12,63,63,2,2,145
12,66,42,17,18,14
12,67,53,16,16,100
12,69,6,2,5,19
12,71,38,13,13,125
13,2,9,10,3,324
13,6,6,5,5,8
13,6,43,5,18,6
13,9,15,3,1,6
13,9,43,3,18,14
13,9,62,3,10,1380
13,12,43,8,18,6
13,12,61,8,4,8
13,13,43,7,18,4
13,14,14,18,18,4
13,15,43,1,18,5
13,16,43,4,18,14
13,16,61,4,4,7
13,17,51,11,9,7
13,22,6,5,5,6
13,22,22,5,5,12
13,24,43,6,18,5
13,26,61,4,4,2
13,30,43,6,18,5
13,33,43,15,18,9
13,33,53,15,16,11
13,34,15,6,1,5
13,35,6,5,5,12
13,35,64,5,11,71
13,41,6,14,5,17
13,41,43,14,18,5
13,42,14,18,18,5
13,43,14,18,18,5
13,44,38,13,13,240
13,46,43,8,18,5
13,50,43,12,18,6
13,51,51,9,9,100
13,54,16,15,4,10
13,55,15,1,1,7
13,55,42,1,18,7
13,57,2,10,10,121
13,57,9,10,3,607
13,57,57,10,10,597
13,58,14,17,18,5
13,58,43,17,18,7
13,59,61,4,4,10
13,61,61,4,4,5
13,62,9,10,3,315
13,62,57,10,10,9
13,63,63,2,2,100
13,66,43,17,18,21
13,67,61,16,4,5
13,68,12,2,8,33
13,68,68,2,2,35
13,69,69,2,2,6
13,72,53,16,16,141
13,74,15,1,1,13
13,74,43,1,18,7
14,1,43,12,18,5
14,4,64,7,11,125
14,6,15,5,1,7
14,9,9,3,3,570
14,9,15,3,1,6
14,9,16,3,4,24
14,9,43,3,18,14
14,9,57,3,10,100
14,9,61,3,4,3
14,12,43,8,18,5
14,13,13,7,7,266
14,15,15,1,1,6
14,16,16,4,4,9
14,16,43,4,18,7
14,18,9,8,3,25
14,21,53,17,16,13
14,23,43,6,18,5
14,24,15,6,1,7
14,24,38,6,13,7
14,24,43,6,18,3
14,27,43,16,18,4
14,28,43,15,18,6
14,29,29,2,2,330
14,30,38,6,13,8
14,33,53,15,16,20
14,33,61,15,4,6
14,35,64,5,11,93
14,38,43,13,18,4
14,41,43,14,18,3
14,44,43,13,18,6
14,45,16,4,4,9
14,51,51,9,9,209
14,53,53,16,16,10
14,54,43,15,18,5
14,54,61,15,4,10
14,55,15,1,1,8
14,55,55,1,1,19
14,57,2,10,10,41
14,57,9,10,3,9004
14,57,57,10,10,7
14,59,16,4,4,9
14,60,6,5,5,13
14,61,38,4,13,468
14,61,61,4,4,13
14,62,2,10,10,19
14,62,9,10,3,18
14,64,6,11,5,20
14,64,36,11,7,11
14,67,53,16,16,19
14,67,67,16,16,20
14,69,6,2,5,10
14,71,38,13,13,8
14,72,53,16,16,57
15,2,9,10,3,16
15,2,38,10,13,6
15,6,6,5,5,9
15,8,16,12,4,5
15,9,6,3,5,13
15,9,15,3,1,19
15,9,38,3,13,12
15,9,43,3,18,17
15,9,61,3,4,6
15,12,38,8,13,3
15,12,43,8,18,4
15,16,43,4,18,7
15,16,61,4,4,6
15,17,15,11,1,7
15,18,38,8,13,4
15,18,68,8,2,37
15,19,42,17,18,6
15,22,9,5,3,120
15,26,16,4,4,7
15,28,43,15,18,5
15,29,73,2,2,230
15,30,38,6,13,6
15,34,15,6,1,5
15,34,43,6,18,5
15,35,43,5,18,6
15,35,64,5,11,31
15,38,43,13,18,4
15,40,6,7,5,76
15,41,15,14,1,5
15,44,38,13,13,6
15,46,43,8,18,12
15,50,16,12,4,5
15,50,43,12,18,4
15,51,51,9,9,12
15,54,43,15,18,6
15,55,15,1,1,7
15,57,9,10,3,3748
15,57,57,10,10,505
15,60,6,5,5,3
15,60,43,5,18,6
15,61,16,4,4,8
15,66,43,17,18,12
15,67,53,16,16,13
15,69,69,2,2,24
15,71,38,13,13,9
16,6,9,5,3,3
16,6,43,5,18,7
16,9,6,3,5,39
16,9,9,3,3,48
16,9,16,3,4,15
16,9,43,3,18,5
16,12,38,8,13,6
16,13,6,7,5,7
16,15,15,1,1,5
16,23,38,6,13,8
16,24,38,6,13,5
16,24,43,6,18,5
16,30,38,6,13,13
16,31,38,6,13,11
16,33,43,15,18,7
16,35,64,5,11,17
16,38,6,13,5,3
16,38,38,13,13,18
16,38,43,13,18,3
16,39,38,13,13,4
16,45,61,4,4,9
16,47,47,9,9,8
16,50,6,12,5,5
16,50,16,12,4,6
16,53,53,16,16,46
16,55,55,1,1,13
16,57,9,10,3,847
16,57,57,10,10,381
16,58,43,17,18,3
16,62,61,10,4,5
16,63,63,2,2,39
16,64,49,11,11,200
16,67,53,16,16,19
16,69,6,2,5,7
16,69,69,2,2,25
16,72,53,16,16,14
16,73,6,2,5,4
16,73,29,2,2,230
16,73,73,2,2,6
16,74,15,1,1,7
17,8,43,12,18,5
17,9,9,3,3,40
17,9,15,3,1,9
17,9,16,3,4,7
17,9,43,3,18,16
17,9,61,3,4,5
17,10,61,4,4,5
17,12,15,8,1,6
17,12,16,8,4,4
17,13,9,7,3,22
17,14,14,18,18,5
17,15,15,1,1,7
17,16,38,4,13,13
17,17,64,11,11,150
17,18,15,8,1,6
17,18,61,8,4,4
17,20,15,14,1,8
17,22,6,5,5,6
17,24,38,6,13,4
17,35,6,5,5,18
17,35,64,5,11,12
17,36,6,7,5,8
17,38,9,13,3,6
17,38,43,13,18,6
17,41,43,14,18,8
17,46,15,8,1,6
17,51,43,9,18,6
17,53,43,16,18,5
17,53,53,16,16,37
17,57,2,10,10,39
17,57,9,10,3,114
17,62,61,10,4,5
17,67,53,16,16,38
17,67,61,16,4,5
17,68,6,2,5,11
17,72,53,16,16,20
18,1,1,12,12,10200
18,2,9,10,3,252
18,6,6,5,5,26
18,6,15,5,1,6
18,6,43,5,18,5
18,8,16,12,4,5
18,9,6,3,5,2
18,9,9,3,3,7
18,9,15,3,1,7
18,9,16,3,4,11
18,9,38,3,13,17
18,9,43,3,18,16
18,12,15,8,1,8
18,12,38,8,13,16
18,17,43,11,18,5
18,18,38,8,13,10
18,18,43,8,18,7
18,23,38,6,13,6
18,24,15,6,1,8
18,24,43,6,18,6
18,27,53,16,16,9
18,29,29,2,2,150
18,33,43,15,18,5
18,33,53,15,16,8
18,34,15,6,1,6
18,34,43,6,18,7
18,35,64,5,11,55
18,38,6,13,5,5
18,38,38,13,13,9
18,38,43,13,18,11
18,41,61,14,4,3
18,46,9,8,3,20
18,46,43,8,18,4
18,47,43,9,18,5
18,47,47,9,9,133
18,50,16,12,4,17
18,50,50,12,12,810
18,55,15,1,1,6
18,57,9,10,3,809
18,64,64,11,11,279
18,67,53,16,16,21
18,72,53,16,16,6
18,74,15,1,1,5
19,2,2,10,10,301
19,2,9,10,3,168
19,2,43,10,18,4
19,6,6,5,5,11
19,8,16,12,4,6
19,9,2,3,10,152
19,9,15,3,1,7
19,9,38,3,13,11
19,9,43,3,18,13
19,9,52,3,10,2
19,9,57,3,10,3
19,9,61,3,4,12
19,16,15,4,1,8
19,16,43,4,18,9
19,16,61,4,4,7
19,23,43,6,18,3
19,24,43,6,18,5
19,27,43,16,18,6
19,31,38,6,13,13
19,33,43,15,18,4
19,34,34,6,6,40
19,35,6,5,5,16
19,38,43,13,18,5
19,41,38,14,13,3
19,44,43,13,18,6
19,50,16,12,4,6
19,50,43,12,18,6
19,53,43,16,18,3
19,53,53,16,16,10
19,54,43,15,18,7
19,57,9,10,3,492
19,57,57,10,10,6
19,62,9,10,3,42
19,62,16,10,4,4
19,64,64,11,11,856
19,67,53,16,16,24
19,68,68,2,2,200
19,69,69,2,2,115
19,71,38,13,13,5
19,72,53,16,16,25
19,73,29,2,2,120
19,73,68,2,2,12
19,73,73,2,2,100
20,2,2,10,10,600
20,2,9,10,3,135
20,2,62,10,10,41
20,3,3,9,9,6
20,6,6,5,5,10
20,9,6,3,5,10
20,9,9,3,3,8
20,9,15,3,1,11
20,9,16,3,4,4
20,9,38,3,13,4
20,9,43,3,18,10
20,12,38,8,13,24
20,12,43,8,18,3
20,16,38,4,13,8
20,16,43,4,18,7
20,27,53,16,16,19
20,28,43,15,18,4
20,29,64,2,11,330
20,31,38,6,13,7
20,34,43,6,18,5
20,35,6,5,5,2
20,38,43,13,18,10
20,38,61,13,4,6
20,41,38,14,13,134
20,41,43,14,18,12
20,46,9,8,3,27
20,46,43,8,18,4
20,50,38,12,13,5
20,50,43,12,18,4
20,52,11,10,10,25
20,56,61,7,4,7
20,57,9,10,3,170
20,57,38,10,13,4
20,57,57,10,10,134
20,60,60,5,5,4
20,62,9,10,3,309
20,64,64,11,11,340
20,67,53,16,16,14
20,67,67,16,16,300
20,69,6,2,5,23
20,69,69,2,2,42
20,71,38,13,13,12
20,72,53,16,16,6
20,73,6,2,5,4
21,2,43,10,18,6
21,3,3,9,9,6
21,6,9,5,3,11
21,9,9,3,3,108
21,9,15,3,1,7
21,9,16,3,4,11
21,9,38,3,13,9
21,9,43,3,18,15
21,11,16,10,4,7
21,12,6,8,5,20
21,12,38,8,13,14
21,12,43,8,18,9
21,12,61,8,4,3
21,12,68,8,2,183
21,13,43,7,18,3
21,16,43,4,18,6
21,16,61,4,4,2
21,18,38,8,13,7
21,20,43,14,18,3
21,22,22,5,5,10
21,23,15,6,1,6
21,24,43,6,18,5
21,27,53,16,16,29
21,33,43,15,18,6
21,38,43,13,18,4
21,41,15,14,1,8
21,42,61,18,4,4
21,44,43,13,18,4
21,53,43,16,18,4
21,57,9,10,3,212
21,61,61,4,4,5
21,62,9,10,3,113
21,64,64,11,11,71
21,71,24,13,6,8
21,71,34,13,6,157
21,71,38,13,13,7
22,6,9,5,3,120
22,6,61,5,4,3
22,8,43,12,18,4
22,9,9,3,3,13
22,9,14,3,18,100
22,9,15,3,1,15
22,9,43,3,18,8
22,12,61,8,4,16
22,16,38,4,13,15
22,16,43,4,18,6
22,16,61,4,4,9
22,20,38,14,13,123
22,21,21,17,17,1240
22,21,53,17,16,9
22,22,9,5,3,23
22,23,15,6,1,8
22,25,52,12,10,14
22,27,53,16,16,6
22,30,43,6,18,5
22,34,15,6,1,6
22,34,23,6,6,10
22,35,6,5,5,18
22,35,64,5,11,57
22,38,43,13,18,5
22,41,38,14,13,5
22,41,43,14,18,3
22,41,61,14,4,13
22,46,43,8,18,5
22,49,51,11,9,4
22,51,43,9,18,5
22,53,53,16,16,3
22,57,2,10,10,109
22,57,9,10,3,258
22,57,50,10,12,14
22,57,57,10,10,105
22,60,6,5,5,29
22,61,61,4,4,5
22,62,61,10,4,4
22,64,64,11,11,15
22,67,53,16,16,10
22,69,6,2,5,7
22,72,53,16,16,23
23,1,9,12,3,102
23,1,17,12,11,120
23,6,6,5,5,65
23,6,9,5,3,52
23,9,9,3,3,62
23,9,15,3,1,15
23,9,16,3,4,10
23,9,43,3,18,8
23,12,6,8,5,12
23,12,38,8,13,18
23,12,43,8,18,3
23,12,61,8,4,5
23,12,68,8,2,42
23,14,14,18,18,8
23,16,14,4,18,9
23,16,61,4,4,9
23,20,15,14,1,4
23,21,21,17,17,6
23,21,53,17,16,2076
23,23,38,6,13,16
23,23,43,6,18,4
23,25,52,12,10,22
23,27,43,16,18,4
23,33,43,15,18,11
23,34,43,6,18,5
23,35,49,5,11,140
23,35,64,5,11,26
23,38,43,13,18,9
23,44,43,13,18,4
23,46,43,8,18,6
23,50,38,12,13,6
23,51,51,9,9,21
23,52,9,10,3,156
23,53,21,16,17,6
23,53,53,16,16,1059
23,57,9,10,3,323
23,57,43,10,18,5
23,62,9,10,3,38
23,62,43,10,18,4
23,67,53,16,16,21
23,68,68,2,2,300
24,2,2,10,10,38
24,2,9,10,3,6
24,2,57,10,10,57
24,4,64,7,11,29
24,6,6,5,5,25
24,9,6,3,5,56
24,9,15,3,1,19
24,9,16,3,4,5
24,9,38,3,13,5
24,9,43,3,18,10
24,9,61,3,4,5
24,10,61,4,4,4
24,12,38,8,13,4
24,12,68,8,2,53
24,16,43,4,18,12
24,16,61,4,4,49
24,17,3,11,9,102
24,18,68,8,2,6
24,21,21,17,17,25
24,21,53,17,16,17
24,23,43,6,18,8
24,34,38,6,13,5
24,35,6,5,5,6
24,35,64,5,11,20
24,38,43,13,18,4
24,38,61,13,4,6
24,41,15,14,1,6
24,41,43,14,18,6
24,45,61,4,4,13
24,46,15,8,1,4
24,49,51,11,9,5
24,50,16,12,4,14
24,50,43,12,18,6
24,51,51,9,9,4
24,53,21,16,17,13
24,53,53,16,16,24
24,57,43,10,18,3
24,57,57,10,10,188
24,58,43,17,18,5
24,61,61,4,4,10
24,62,9,10,3,105
24,67,53,16,16,12
24,67,61,16,4,4
24,69,69,2,2,40
24,71,38,13,13,8
24,71,43,13,18,4
25,2,9,10,3,108
25,3,64,9,11,7
25,4,64,7,11,13
25,5,64,9,11,6
25,6,9,5,3,9
25,6,16,5,4,5
25,9,2,3,10,6
25,9,15,3,1,6
25,9,16,3,4,12
25,9,43,3,18,17
25,9,61,3,4,7
25,12,15,8,1,8
25,12,16,8,4,4
25,12,61,8,4,7
25,16,61,4,4,16
25,20,43,14,18,4
25,21,21,17,17,33
25,23,38,6,13,5
25,24,34,6,6,20
25,24,43,6,18,5
25,29,63,2,2,38
25,34,23,6,6,11
25,34,34,6,6,15
25,35,56,5,7,45
25,37,61,14,4,3
25,46,9,8,3,11
25,46,43,8,18,4
25,47,51,9,9,34
25,48,61,13,4,4
25,49,64,11,11,8
25,50,16,12,4,5
25,51,43,9,18,5
25,51,51,9,9,11
25,51,64,9,11,8
25,53,53,16,16,9
25,54,43,15,18,7
25,57,9,10,3,9
25,57,57,10,10,375
25,60,6,5,5,4
25,60,60,5,5,110
25,61,61,4,4,11
25,62,9,10,3,93
25,67,61,16,4,6
26,1,9,12,3,160
26,4,17,7,11,134
26,4,49,7,11,21
26,8,43,12,18,5
26,9,9,3,3,6
26,9,14,3,18,5
26,9,43,3,18,5
26,9,61,3,4,4
26,10,61,4,4,3
26,12,43,8,18,5
26,16,43,4,18,8
26,17,43,11,18,4
26,18,43,8,18,3
26,21,21,17,17,51
26,34,43,6,18,5
26,41,43,14,18,8
26,47,51,9,9,5
26,47,64,9,11,37
26,61,43,4,18,4
26,62,9,10,3,46
26,63,63,2,2,276
26,63,73,2,2,312
27,1,8,12,12,131
27,1,9,12,3,126
27,6,61,5,4,6
27,9,2,3,10,5
27,9,15,3,1,13
27,9,43,3,18,13
27,12,43,8,18,3
27,13,13,7,7,16
27,18,15,8,1,7
27,18,43,8,18,5
27,31,34,6,6,900
27,32,13,7,7,4
27,35,6,5,5,6
27,35,64,5,11,57
27,38,15,13,1,5
27,38,43,13,18,3
27,41,15,14,1,6
27,41,43,14,18,3
27,57,9,10,3,22
27,58,43,17,18,5
27,60,6,5,5,11
27,63,63,2,2,100
28,1,9,12,3,86
28,2,2,10,10,833
28,4,64,7,11,19
28,6,6,5,5,8
28,6,9,5,3,60
28,9,9,3,3,29
28,9,15,3,1,15
28,9,43,3,18,14
28,9,61,3,4,11
28,10,61,4,4,9
28,12,15,8,1,6
28,12,38,8,13,7
28,12,43,8,18,6
28,13,13,7,7,6
28,16,14,4,18,6
28,16,43,4,18,12
28,16,61,4,4,15
28,18,43,8,18,5
28,22,6,5,5,5
28,23,15,6,1,7
28,24,43,6,18,15
28,25,9,12,3,39
28,25,25,12,12,7
28,29,43,2,18,4
28,30,38,6,13,7
28,32,9,7,3,5
28,35,6,5,5,6
28,35,43,5,18,4
28,35,49,5,11,180
28,35,64,5,11,77
28,38,15,13,1,7
28,41,6,14,5,14
28,41,15,14,1,9
28,41,43,14,18,3
28,46,15,8,1,8
28,49,43,11,18,4
28,50,38,12,13,6
28,52,52,10,10,5
28,53,53,16,16,32
28,57,9,10,3,553
28,57,43,10,18,6
28,57,57,10,10,112
28,60,56,5,7,183
28,62,15,10,1,5
28,63,56,2,7,20
28,63,63,2,2,400
28,68,68,2,2,62
28,69,69,2,2,34
28,71,38,13,13,5
29,2,2,10,10,115
29,2,9,10,3,92
29,4,64,7,11,27
29,6,6,5,5,14
29,6,43,5,18,7
29,8,43,12,18,5
29,8,61,12,4,5
29,9,15,3,1,6
29,9,16,3,4,11
29,9,43,3,18,11
29,12,15,8,1,6
29,12,16,8,4,11
29,12,38,8,13,5
29,12,43,8,18,4
29,16,43,4,18,13
29,16,53,4,16,22
29,16,61,4,4,4
29,18,68,8,2,27
29,19,19,17,17,4
29,20,38,14,13,5
29,22,9,5,3,163
29,22,22,5,5,4
29,23,43,6,18,3
29,25,25,12,12,7200
29,28,43,15,18,5
29,28,53,15,16,9
29,30,43,6,18,3
29,32,9,7,3,71
29,34,15,6,1,7
29,34,43,6,18,5
29,35,6,5,5,6
29,35,36,5,7,7
29,35,56,5,7,148
29,35,64,5,11,53
29,38,43,13,18,5
29,38,61,13,4,8
29,41,15,14,1,4
